"","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityRelativeDepthName","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ProjectName","ActivityConductingOrganizationText","MonitoringLocationIdentifier","MonitoringLocationName","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","ActivityLocation.LatitudeMeasure","ActivityLocation.LongitudeMeasure","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionMethod.MethodDescriptionText","SampleCollectionEquipmentName","ResultIdentifier","ResultDetectionConditionText","MethodSpeciationName","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","DataQuality.PrecisionValue","DataQuality.BiasValue","DataQuality.ConfidenceIntervalValue","DataQuality.UpperConfidenceLimitValue","DataQuality.LowerConfidenceLimitValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","BinaryObjectFileName","BinaryObjectFileTypeCode","ResultFileUrl","ResultAnalyticalMethod.MethodName","ResultAnalyticalMethod.MethodUrl","ResultAnalyticalMethod.MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","ResultDetectionQuantitationLimitUrl","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","LabSamplePreparationUrl","LastUpdated","ProviderName","timeZoneStart","timeZoneEnd","ActivityStartDateTime","ActivityEndDateTime","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","MethodSpecificationName","ProjectDescriptionText","SamplingDesignTypeCode","QAPPApprovedIndicator","QAPPApprovalAgencyName","ProjectFileUrl","ProjectMonitoringLocationWeightingUrl","Removed","tab","TADA.ResultValueAboveUpperThreshold.Flag","TADA.ResultValueBelowLowerThreshold.Flag","TADA.LatitudeMeasure","TADA.LongitudeMeasure","TADA.InvalidCoordinates.Flag","TADA.QAPPDocAvailable","TADA.ActivityMediaName","TADA.CharacteristicName","TADA.AggregatedContinuousData.Flag","TADA.ResultMeasureValue","TADA.ResultMeasureValueDataTypes.Flag","TADA.ResultMeasure.MeasureUnitCode","TADA.ResultUnit.Flag","TADA.MethodSpecificationName","TADA.AnalyticalMethod.Flag","TADA.MethodSpeciation.Flag","TADA.ResultSampleFractionText","TADA.SampleFraction.Flag","TADA.DetectionQuantitationLimitMeasure.MeasureValue","TADA.DetectionQuantitationLimitMeasure.MeasureUnitCode","TADA.DetectionQuantitationLimitMeasure.MeasureValueDataTypes.Flag","TADA.ActivityDepthHeightMeasure.MeasureValue","TADA.ActivityDepthHeightMeasure.MeasureUnitCode","TADA.ActivityDepthHeightMeasure.MeasureValueDataTypes.Flag","TADA.ActivityTopDepthHeightMeasure.MeasureValue","TADA.ActivityTopDepthHeightMeasure.MeasureUnitCode","TADA.ActivityTopDepthHeightMeasure.MeasureValueDataTypes.Flag","TADA.ActivityBottomDepthHeightMeasure.MeasureValue","TADA.ActivityBottomDepthHeightMeasure.MeasureUnitCode","TADA.ActivityBottomDepthHeightMeasure.MeasureValueDataTypes.Flag","TADA.CensoredData.Flag"
"9067","D8083-16","ASTM","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-NFSDIXIE210809-5949892-0809-4-C","Quality Control Sample-Field Replicate","Water",NA,2021-08-09,"11:30:00","MST",NA,NA,NA,"Surface",NA,NA,NA,NA,NA,NA,NA,"306","Cooperative Monitoring","National Forest Service","UTAHDWQ_WQX-5949892","CLEAR CREEK ABOVE PANGUITCH LAKE AT ROAD Replicate of 5949890",NA,NA,NA,NA,"37.7223400000","-112.6699100000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-933818712",NA,"as N","Nitrogen","Total","0.244","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,NA,"Utah DOH Division of Epidemilogy and Laboratory Services",2021-08-23,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-NFSDIXIE210809-5949892-0809-4-C/results/933818712/resdetectqntlmts","Lower Reporting Limit",0.2,"mg/L",NA,"2022-03-30 14:18:43.0","STORET",7,NA,2021-08-09 18:30:00,NA,"River/Stream","Replicate of 5949890","16030001",NA,NA,NA,NA,"37.7223400000","-112.6699100000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","017",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,"N",NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",37.72234,-112.66991,"OK","N","WATER","NITROGEN","Unknown",0.244,"Numeric","MG/L","Nonstandardized","AS N","Valid","Valid","TOTAL","Valid",0.2,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"9068","D8083-16","ASTM","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-BRI210308-4903191-0309-4-C","Quality Control Sample-Field Replicate","Water",NA,2021-03-09,"14:20:00","MST",NA,NA,NA,"Surface",NA,NA,NA,NA,NA,NA,NA,"302","Targeted","Division of Water Quality","UTAHDWQ_WQX-4903191","CLARKSTON CK AT U142 XING Replicate of 4903190",NA,NA,NA,NA,"41.9198700000","-112.0377800000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-911546216",NA,"as N","Nitrogen","Total","1.49","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,NA,"Utah DOH Division of Epidemilogy and Laboratory Services",2021-03-25,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-BRI210308-4903191-0309-4-C/results/911546216/resdetectqntlmts","Lower Reporting Limit",0.2,"mg/L",NA,"2021-09-01 12:35:41.0","STORET",7,NA,2021-03-09 21:20:00,NA,"River/Stream","Replicate of 4903190","16010202",NA,NA,NA,NA,"41.9198700000","-112.0377800000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","005",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",41.91987,-112.03778,"OK","N","WATER","NITROGEN","Unknown",1.49,"Numeric","MG/L","Nonstandardized","AS N","Valid","Valid","TOTAL","Valid",0.2,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"9069","D8083-16","ASTM","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-WRI211115-4923177-1115-4-C","Sample-Routine","Water",NA,2021-11-15,"12:45:00","MST",NA,NA,NA,"Surface",NA,NA,NA,NA,NA,NA,NA,"302","Targeted","Division of Water Quality","UTAHDWQ_WQX-4923177","Ogden River at Wall Avenue crossing",NA,NA,NA,NA,"41.2342100000","-111.9783800000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-953589720",NA,"as N","Nitrogen","Total","0.286","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,NA,"Utah DOH Division of Epidemilogy and Laboratory Services",2021-11-22,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-WRI211115-4923177-1115-4-C/results/953589720/resdetectqntlmts","Lower Reporting Limit",0.2,"mg/L",NA,"2022-10-08 03:49:32.0","STORET",7,NA,2021-11-15 19:45:00,NA,"River/Stream",NA,"16020102",NA,NA,NA,NA,"41.2342100000","-111.9783800000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","057",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",41.23421,-111.97838,"OK","N","WATER","NITROGEN","Unknown",0.286,"Numeric","MG/L","Nonstandardized","AS N","Valid","Valid","TOTAL","Valid",0.2,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"9070","D8083-16","ASTM","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-BRI201026-4905090-1027-4-C","Sample-Routine","Water",NA,2020-10-27,"10:30:00","MST",NA,NA,NA,"Surface",NA,NA,NA,NA,NA,NA,NA,"302","Targeted","Division of Water Quality","UTAHDWQ_WQX-4905090","Logan Lagoons 002",NA,NA,NA,NA,"41.7710500000","-111.9111300000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-911538274",NA,"as N","Nitrogen","Total","11.4","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,NA,"Utah DOH Division of Epidemilogy and Laboratory Services",2020-11-02,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-BRI201026-4905090-1027-4-C/results/911538274/resdetectqntlmts","Lower Reporting Limit",0.2,"mg/L",NA,"2021-09-01 12:34:23.0","STORET",7,NA,2020-10-27 17:30:00,NA,"Facility Other",NA,"16010203",NA,NA,NA,NA,"41.7710500000","-111.9111300000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","005",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",41.77105,-111.91113,"OK","N","WATER","NITROGEN","Unknown",11.4,"Numeric","MG/L","Nonstandardized","AS N","Valid","Valid","TOTAL","Valid",0.2,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"9071","D8083-16","ASTM","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-DC210518-4990376-0518-4-C","Sample-Routine","Water",NA,2021-05-18,"11:30:00","MST",NA,NA,NA,"Surface",NA,NA,NA,NA,NA,NA,NA,"306","Cooperative Monitoring","Davis County","UTAHDWQ_WQX-4990376","PARRISH CK @ FIREBREAK RD XING",NA,NA,NA,NA,"40.9232400000","-111.8648600000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-933812621",NA,"as N","Nitrogen","Total","0.419","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,NA,"Utah DOH Division of Epidemilogy and Laboratory Services",2021-06-01,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-DC210518-4990376-0518-4-C/results/933812621/resdetectqntlmts","Lower Reporting Limit",0.2,"mg/L",NA,"2022-03-30 14:17:59.0","STORET",7,NA,2021-05-18 18:30:00,NA,"River/Stream",NA,"16020102",NA,NA,NA,NA,"40.9232400000","-111.8648600000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","011",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,"N",NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.92324,-111.86486,"OK","N","WATER","NITROGEN","Unknown",0.419,"Numeric","MG/L","Nonstandardized","AS N","Valid","Valid","TOTAL","Valid",0.2,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"9072","D8083-16","ASTM","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-BRI201214-4901200-1214-4-C","Sample-Routine","Water",NA,2020-12-14,"10:00:00","MST",NA,NA,NA,"Surface",NA,NA,NA,NA,NA,NA,NA,"302","Targeted","Division of Water Quality","UTAHDWQ_WQX-4901200","BRIGHAM CITY WWTP",NA,NA,NA,NA,"41.5242200000","-112.0454200000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-911541039",NA,"as N","Nitrogen","Total","2.07","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,NA,"Utah DOH Division of Epidemilogy and Laboratory Services",2020-12-23,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-BRI201214-4901200-1214-4-C/results/911541039/resdetectqntlmts","Lower Reporting Limit",0.2,"mg/L",NA,"2021-09-01 12:34:48.0","STORET",7,NA,2020-12-14 17:00:00,NA,"Facility Other",NA,"16010204",NA,NA,NA,NA,"41.5242200000","-112.0454200000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","003",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",41.52422,-112.04542,"OK","N","WATER","NITROGEN","Unknown",2.07,"Numeric","MG/L","Nonstandardized","AS N","Valid","Valid","TOTAL","Valid",0.2,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"9073","D8083-16","ASTM","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-WRI211213-4922700-1213-4-C","Sample-Routine","Water",NA,2021-12-13,"09:40:00","MST",NA,NA,NA,"Surface",NA,NA,NA,NA,NA,NA,NA,"302","Targeted","Division of Water Quality","UTAHDWQ_WQX-4922700","BUES POND OUTFLOW",NA,NA,NA,NA,"41.1836500000","-111.9393100000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-953589245",NA,"as N","Nitrogen","Dissolved","1.06","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,NA,"Utah DOH Division of Epidemilogy and Laboratory Services",2021-12-22,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-WRI211213-4922700-1213-4-C/results/953589245/resdetectqntlmts","Lower Reporting Limit",0.2,"mg/L",NA,"2022-10-08 03:49:09.0","STORET",7,NA,2021-12-13 16:40:00,NA,"River/Stream",NA,"16020102",NA,NA,NA,NA,"41.1836500000","-111.9393100000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","057",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",41.18365,-111.93931,"OK","N","WATER","NITROGEN","Unknown",1.06,"Numeric","MG/L","Nonstandardized","AS N","Valid","Valid","DISSOLVED","Valid",0.2,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"9074","D8083-16","ASTM","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-UTLK211115-4996040-1117-4-C","Sample-Routine","Water",NA,2021-11-17,"12:45:00","MST",NA,NA,NA,"Surface",NA,NA,NA,NA,NA,NA,NA,"302","Targeted","Division of Water Quality","UTAHDWQ_WQX-4996040","Dry Ck Near Utah Lake-WLA",NA,NA,NA,NA,"40.1809900000","-111.6710600000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-953604140",NA,"as N","Nitrogen","Total","7.8","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,NA,"Utah DOH Division of Epidemilogy and Laboratory Services",2021-12-07,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-UTLK211115-4996040-1117-4-C/results/953604140/resdetectqntlmts","Lower Reporting Limit",0.2,"mg/L",NA,"2022-10-08 04:00:37.0","STORET",7,NA,2021-11-17 19:45:00,NA,"River/Stream",NA,"16020201",NA,NA,NA,NA,"40.1809900000","-111.6710600000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","049",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.18099,-111.67106,"OK","N","WATER","NITROGEN","Unknown",7.8,"Numeric","MG/L","Nonstandardized","AS N","Valid","Valid","TOTAL","Valid",0.2,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"9075","D8083-16","ASTM","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-WRI211213-4925350-1213-4-C","Sample-Routine","Water",NA,2021-12-13,"11:10:00","MST",NA,NA,NA,"Surface",NA,NA,NA,NA,NA,NA,NA,"302","Targeted","Division of Water Quality","UTAHDWQ_WQX-4925350","East Canyon Ck at Blackhawk Station (Glenwild Bridge)",NA,NA,NA,NA,"40.7283900000","-111.5366700000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-953592214",NA,"as N","Nitrogen","Total","0.627","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,NA,"Utah DOH Division of Epidemilogy and Laboratory Services",2021-12-21,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-WRI211213-4925350-1213-4-C/results/953592214/resdetectqntlmts","Lower Reporting Limit",0.2,"mg/L",NA,"2022-10-08 03:51:26.0","STORET",7,NA,2021-12-13 18:10:00,NA,"River/Stream",NA,"16020102",NA,NA,NA,NA,"40.7283900000","-111.5366700000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","043",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.72839,-111.53667,"OK","N","WATER","NITROGEN","Unknown",0.627,"Numeric","MG/L","Nonstandardized","AS N","Valid","Valid","TOTAL","Valid",0.2,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
"9076","D8083-16","ASTM","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-BRI210503-4904920-0504-4-C","Sample-Routine","Water",NA,2021-05-04,"12:15:00","MST",NA,NA,NA,"Surface",NA,NA,NA,NA,NA,NA,NA,"302","Targeted","Division of Water Quality","UTAHDWQ_WQX-4904920","S FK SPRING CK E OF PELICAN POND @ RD XING",NA,NA,NA,NA,"41.6924300000","-111.9132800000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-933792743",NA,"as N","Nitrogen","Total","2.25","mg/L",NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,NA,"Utah DOH Division of Epidemilogy and Laboratory Services",2021-05-11,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-BRI210503-4904920-0504-4-C/results/933792743/resdetectqntlmts","Lower Reporting Limit",0.2,"mg/L",NA,"2022-03-30 14:15:58.0","STORET",7,NA,2021-05-04 19:15:00,NA,"River/Stream",NA,"16010203",NA,NA,NA,NA,"41.6924300000","-111.9132800000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","005",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",41.69243,-111.91328,"OK","N","WATER","NITROGEN","Unknown",2.25,"Numeric","MG/L","Nonstandardized","AS N","Valid","Valid","TOTAL","Valid",0.2,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Uncensored"
