"","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityRelativeDepthName","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ProjectName","ActivityConductingOrganizationText","MonitoringLocationIdentifier","MonitoringLocationName","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","ActivityLocation.LatitudeMeasure","ActivityLocation.LongitudeMeasure","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionMethod.MethodDescriptionText","SampleCollectionEquipmentName","ResultIdentifier","ResultDetectionConditionText","MethodSpeciationName","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","DataQuality.PrecisionValue","DataQuality.BiasValue","DataQuality.ConfidenceIntervalValue","DataQuality.UpperConfidenceLimitValue","DataQuality.LowerConfidenceLimitValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","BinaryObjectFileName","BinaryObjectFileTypeCode","ResultFileUrl","ResultAnalyticalMethod.MethodName","ResultAnalyticalMethod.MethodUrl","ResultAnalyticalMethod.MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","ResultDetectionQuantitationLimitUrl","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","LabSamplePreparationUrl","LastUpdated","ProviderName","timeZoneStart","timeZoneEnd","ActivityStartDateTime","ActivityEndDateTime","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","MethodSpecificationName","ProjectDescriptionText","SamplingDesignTypeCode","QAPPApprovedIndicator","QAPPApprovalAgencyName","ProjectFileUrl","ProjectMonitoringLocationWeightingUrl","Removed","tab","TADA.ResultValueAboveUpperThreshold.Flag","TADA.ResultValueBelowLowerThreshold.Flag","TADA.LatitudeMeasure","TADA.LongitudeMeasure","TADA.InvalidCoordinates.Flag","TADA.QAPPDocAvailable","TADA.ActivityMediaName","TADA.CharacteristicName","TADA.AggregatedContinuousData.Flag","TADA.ResultMeasureValue","TADA.ResultMeasureValueDataTypes.Flag","TADA.ResultMeasure.MeasureUnitCode","TADA.ResultUnit.Flag","TADA.MethodSpecificationName","TADA.AnalyticalMethod.Flag","TADA.MethodSpeciation.Flag","TADA.ResultSampleFractionText","TADA.SampleFraction.Flag","TADA.DetectionQuantitationLimitMeasure.MeasureValue","TADA.DetectionQuantitationLimitMeasure.MeasureUnitCode","TADA.DetectionQuantitationLimitMeasure.MeasureValueDataTypes.Flag","TADA.ActivityDepthHeightMeasure.MeasureValue","TADA.ActivityDepthHeightMeasure.MeasureUnitCode","TADA.ActivityDepthHeightMeasure.MeasureValueDataTypes.Flag","TADA.ActivityTopDepthHeightMeasure.MeasureValue","TADA.ActivityTopDepthHeightMeasure.MeasureUnitCode","TADA.ActivityTopDepthHeightMeasure.MeasureValueDataTypes.Flag","TADA.ActivityBottomDepthHeightMeasure.MeasureValue","TADA.ActivityBottomDepthHeightMeasure.MeasureUnitCode","TADA.ActivityBottomDepthHeightMeasure.MeasureValueDataTypes.Flag","TADA.CensoredData.Flag"
"245","D8083-16","ASTM","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-BRI210111-4900753-0113-4-C","Quality Control Sample-Field Blank","Water",NA,2021-01-13,"15:00:00","MST",NA,NA,NA,"Surface",NA,NA,NA,NA,NA,NA,NA,"302","Targeted","Division of Water Quality","UTAHDWQ_WQX-4900753","EQUIPMENT BLANK Bear River Watershed Crew 2",NA,NA,NA,NA,"40.7741300000","-111.9478900000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-911543164","Not Detected","as N","Nitrogen","Dissolved",NA,"mg/L","U","Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not detected/reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,NA,"Utah DOH Division of Epidemilogy and Laboratory Services",2021-01-27,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-BRI210111-4900753-0113-4-C/results/911543164/resdetectqntlmts","Lower Reporting Limit",0.2,"mg/L",NA,"2021-09-01 12:35:09.0","STORET",7,NA,2021-01-13 22:00:00,NA,"River/Stream","Equipment Blank","16020204",NA,NA,NA,NA,"40.7741300000","-111.9478900000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","035",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.77413,-111.94789,"OK","N","WATER","NITROGEN","Unknown",0.2,"Result Value/Unit Copied from Detection Limit","MG/L","Nonstandardized","AS N","Valid","Valid","DISSOLVED","Valid",0.2,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Non-Detect"
"246","ALGOR","USGS","USGS-UT","USGS Utah Water Science Center","nwisut.01.02200244","Sample-Routine","Water","Surface Water",2021-11-19,"12:00:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)",NA,"U.S. Geological Survey","USGS-10172200",NA,NA,NA,"Stable, normal stage","Routine sample",NA,NA,"50","USGS parameter code 82398","Point sample",NA,"Open-Mouth Bottle","NWIS-122828028","Not Detected",NA,"Nitrate","Dissolved",NA,NA,NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71851",NA,NA,NA,NA,NA,NA,NA,NA,"Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,"Historical Lower Reporting Limit",0.044,"mg/l asNO3",NA,NA,"NWIS",7,NA,2021-11-19 19:00:00,NA,"Stream",NA,"16020204",7.25,"sq mi",NA,NA,"40.77994627000000","-111.8060450000000","24000","1","seconds","Interpolated from MAP.","NAD83",5403.38,"feet",0.18,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US","49","035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.77994627,-111.806045,"OK","N","WATER","NITRATE","Unknown",0.044,"Result Value/Unit Copied from Detection Limit","MG/L ASNO3","Nonstandardized",NA,"Nonstandardized","Nonstandardized","DISSOLVED","Valid",0.044,"MG/L ASNO3","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Censored but not Categorized"
"247","ALGOR","USGS","USGS-UT","USGS Utah Water Science Center","nwisut.01.02200842","Sample-Routine","Water","Groundwater",2022-01-19,"08:45:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS - Utah Water Science Center","USGS-371128113160301",NA,NA,NA,"Not applicable","Routine sample",NA,NA,"8040","USGS parameter code 82398","Spigot",NA,"Other","NWIS-123358239","Not Detected",NA,"Nitrate","Dissolved",NA,NA,NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71851",NA,NA,NA,NA,NA,NA,NA,NA,"Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,"Historical Lower Reporting Limit",0.177,"mg/l asNO3",NA,NA,"NWIS",7,NA,2022-01-19 15:45:00,NA,"Well",NA,"15010008",NA,NA,NA,NA,"37.19102220000000","-113.2673722000000","24000",".1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",3120,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US","49","053","Colorado Plateaus aquifers",NA,"Coconino Sandstone of Aubrey Group","Unconfined single aquifer","19720515",237.4,"ft",522,"ft",NA,NA,NA,NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",37.1910222,-113.2673722,"OK","N","WATER","NITRATE","Unknown",0.177,"Result Value/Unit Copied from Detection Limit","MG/L ASNO3","Nonstandardized",NA,"Nonstandardized","Nonstandardized","DISSOLVED","Valid",0.177,"MG/L ASNO3","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Censored but not Categorized"
"248","ALGOR","USGS","USGS-UT","USGS Utah Water Science Center","nwisut.01.02100632","Sample-Routine","Water","Surface Water",2021-02-02,"12:40:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-10010025",NA,NA,NA,"Stable, normal stage","Routine sample",NA,NA,"20","USGS parameter code 82398","Equal discharge increment (edi)",NA,"US DH-95 plastic bottle","NWIS-120714811","Not Detected",NA,"Nitrate","Dissolved",NA,NA,NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71851",NA,NA,NA,NA,NA,NA,NA,NA,"Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,"Historical Lower Reporting Limit",0.177,"mg/l asNO3",NA,NA,"NWIS",7,NA,2021-02-02 19:40:00,NA,"Lake, Reservoir, Impoundment",NA,"16020310",NA,NA,NA,NA,"41.22086110000000","-112.7663889000000","24000",".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4216.93,"feet",0.1,"feet","Reported method of determination.","NAVD88","US","49","003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",41.2208611,-112.7663889,"OK","N","WATER","NITRATE","Unknown",0.177,"Result Value/Unit Copied from Detection Limit","MG/L ASNO3","Nonstandardized",NA,"Nonstandardized","Nonstandardized","DISSOLVED","Valid",0.177,"MG/L ASNO3","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Censored but not Categorized"
"249","D8083-16","ASTM","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-UTLK211115-4910009-1117-4-C","Quality Control Sample-Equipment Blank","Water",NA,2021-11-17,"15:00:00","MST",NA,NA,NA,"Surface",NA,NA,NA,NA,NA,NA,NA,"302","Targeted","Division of Water Quality","UTAHDWQ_WQX-4910009","EQUIPMENT BLANK-Utah Lake",NA,NA,NA,NA,"40.7741300000","-111.9478900000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-953583065","Not Detected","as N","Nitrogen","Total",NA,"mg/L","U","Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not detected/reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,NA,"Utah DOH Division of Epidemilogy and Laboratory Services",2021-12-09,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-UTLK211115-4910009-1117-4-C/results/953583065/resdetectqntlmts","Lower Reporting Limit",0.2,"mg/L",NA,"2022-10-08 03:43:20.0","STORET",7,NA,2021-11-17 22:00:00,NA,"Lake","Equipment Blank","16020204",NA,NA,NA,NA,"40.7741300000","-111.9478900000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","035",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.77413,-111.94789,"OK","N","WATER","NITROGEN","Unknown",0.2,"Result Value/Unit Copied from Detection Limit","MG/L","Nonstandardized","AS N","Valid","Valid","TOTAL","Valid",0.2,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Non-Detect"
"250","D8083-16","ASTM","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-UCASE2021-5989995-0618-4-C","Quality Control Sample-Equipment Blank","Water",NA,2021-06-18,"09:30:00","MST",NA,NA,NA,"Surface",NA,NA,NA,NA,NA,NA,NA,"301","Probabilistic","Division of Water Quality","UTAHDWQ_WQX-5989995","UCASE equipment blank- statewide",NA,NA,NA,NA,"40.7741300000","-111.9478900000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-933819864","Not Detected","as N","Nitrogen","Dissolved",NA,"mg/L","U","Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not detected/reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,NA,"Utah DOH Division of Epidemilogy and Laboratory Services",2021-07-01,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-UCASE2021-5989995-0618-4-C/results/933819864/resdetectqntlmts","Lower Reporting Limit",0.2,"mg/L",NA,"2022-03-30 14:18:52.0","STORET",7,NA,2021-06-18 16:30:00,NA,"River/Stream","Equipment Blank","16020204",NA,NA,NA,NA,"40.7741300000","-111.9478900000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","035",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will include UCASE and any other monitoring with a random survey sampling design.","Probabilistic - A probability sampling method is any method of sampling that utilizes some form of random selection. In order to have a random selection method, you must set up some process or procedure that assures that the different units in your population have equal probabilities of being chosen.","N",NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.77413,-111.94789,"OK","N","WATER","NITROGEN","Unknown",0.2,"Result Value/Unit Copied from Detection Limit","MG/L","Nonstandardized","AS N","Valid","Valid","DISSOLVED","Valid",0.2,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Non-Detect"
"251","ALGOR","USGS","USGS-UT","USGS Utah Water Science Center","nwisut.01.02100631","Sample-Routine","Water","Surface Water",2021-02-02,"12:45:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-10010026",NA,NA,NA,"Stable, normal stage","Routine sample",NA,NA,"40","USGS parameter code 82398","Multiple verticals",NA,"US DH-95 plastic bottle","NWIS-120714771","Not Detected",NA,"Nitrate","Dissolved",NA,NA,NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71851",NA,NA,NA,NA,NA,NA,NA,NA,"Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,"Historical Lower Reporting Limit",0.177,"mg/l asNO3",NA,NA,"NWIS",7,NA,2021-02-02 19:45:00,NA,"Lake, Reservoir, Impoundment",NA,"16020310",NA,NA,NA,NA,"41.22086110000000","-112.7663889000000",NA,".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4216.93,"feet",0.1,"feet","Reported method of determination.","NAVD88","US","49","003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",41.2208611,-112.7663889,"OK","N","WATER","NITRATE","Unknown",0.177,"Result Value/Unit Copied from Detection Limit","MG/L ASNO3","Nonstandardized",NA,"Nonstandardized","Nonstandardized","DISSOLVED","Valid",0.177,"MG/L ASNO3","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Censored but not Categorized"
"252","ALGOR","USGS","USGS-UT","USGS Utah Water Science Center","nwisut.01.02100156","Sample-Routine","Water","Surface Water",2020-11-05,"12:30:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-410401112134801",NA,NA,NA,"Stable, normal stage","Routine sample",NA,NA,"20","USGS parameter code 82398","Equal discharge increment (edi)",NA,"US DH-95 plastic bottle","NWIS-120109273","Not Detected",NA,"Nitrate","Dissolved",NA,NA,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71851",NA,NA,NA,NA,NA,NA,NA,NA,"Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,"Historical Lower Reporting Limit",0.135,"mg/l asNO3",NA,NA,"NWIS",7,NA,2020-11-05 19:30:00,NA,"Lake, Reservoir, Impoundment",NA,"16020310",NA,NA,NA,NA,"41.06688640000000","-112.2307802000000",NA,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","49","011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",41.0668864,-112.2307802,"OK","N","WATER","NITRATE","Unknown",0.135,"Result Value/Unit Copied from Detection Limit","MG/L ASNO3","Nonstandardized",NA,"Nonstandardized","Nonstandardized","DISSOLVED","Valid",0.135,"MG/L ASNO3","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Censored but not Categorized"
"253","ALGOR","USGS","USGS-UT","USGS Utah Water Science Center","nwisut.01.02200843","Sample-Routine","Water","Groundwater",2022-01-18,"16:10:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS - Utah Water Science Center","USGS-371128113160301",NA,NA,NA,"Not applicable","Routine sample",NA,NA,"8040","USGS parameter code 82398","Spigot",NA,"Other","NWIS-123358281","Not Detected",NA,"Nitrate","Dissolved",NA,NA,NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71851",NA,NA,NA,NA,NA,NA,NA,NA,"Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,"Historical Lower Reporting Limit",0.177,"mg/l asNO3",NA,NA,"NWIS",7,NA,2022-01-18 23:10:00,NA,"Well",NA,"15010008",NA,NA,NA,NA,"37.19102220000000","-113.2673722000000","24000",".1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",3120,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US","49","053","Colorado Plateaus aquifers",NA,"Coconino Sandstone of Aubrey Group","Unconfined single aquifer","19720515",237.4,"ft",522,"ft",NA,NA,NA,NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",37.1910222,-113.2673722,"OK","N","WATER","NITRATE","Unknown",0.177,"Result Value/Unit Copied from Detection Limit","MG/L ASNO3","Nonstandardized",NA,"Nonstandardized","Nonstandardized","DISSOLVED","Valid",0.177,"MG/L ASNO3","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Censored but not Categorized"
"254","ALGOR","USGS","USGS-UT","USGS Utah Water Science Center","nwisut.01.02200840","Sample-Routine","Water","Groundwater",2022-01-20,"10:10:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS - Utah Water Science Center","USGS-371128113160301",NA,NA,NA,"Not applicable","Routine sample",NA,NA,"8040","USGS parameter code 82398","Spigot",NA,"Other","NWIS-123358155","Not Detected",NA,"Nitrate","Dissolved",NA,NA,NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71851",NA,NA,NA,NA,NA,NA,NA,NA,"Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,"Historical Lower Reporting Limit",0.177,"mg/l asNO3",NA,NA,"NWIS",7,NA,2022-01-20 17:10:00,NA,"Well",NA,"15010008",NA,NA,NA,NA,"37.19102220000000","-113.2673722000000","24000",".1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",3120,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US","49","053","Colorado Plateaus aquifers",NA,"Coconino Sandstone of Aubrey Group","Unconfined single aquifer","19720515",237.4,"ft",522,"ft",NA,NA,NA,NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",37.1910222,-113.2673722,"OK","N","WATER","NITRATE","Unknown",0.177,"Result Value/Unit Copied from Detection Limit","MG/L ASNO3","Nonstandardized",NA,"Nonstandardized","Nonstandardized","DISSOLVED","Valid",0.177,"MG/L ASNO3","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Censored but not Categorized"
"255","ALGOR","USGS","USGS-UT","USGS Utah Water Science Center","nwisut.01.02100291","Sample-Routine","Water","Surface Water",2020-12-03,"12:30:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-10010025",NA,NA,NA,"Stable, normal stage","Routine sample",NA,NA,"20","USGS parameter code 82398","Equal discharge increment (edi)",NA,"US DH-95 plastic bottle","NWIS-120236413","Not Detected",NA,"Nitrate","Dissolved",NA,NA,NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71851",NA,NA,NA,NA,NA,NA,NA,NA,"Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,"Historical Lower Reporting Limit",0.177,"mg/l asNO3",NA,NA,"NWIS",7,NA,2020-12-03 19:30:00,NA,"Lake, Reservoir, Impoundment",NA,"16020310",NA,NA,NA,NA,"41.22086110000000","-112.7663889000000","24000",".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4216.93,"feet",0.1,"feet","Reported method of determination.","NAVD88","US","49","003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",41.2208611,-112.7663889,"OK","N","WATER","NITRATE","Unknown",0.177,"Result Value/Unit Copied from Detection Limit","MG/L ASNO3","Nonstandardized",NA,"Nonstandardized","Nonstandardized","DISSOLVED","Valid",0.177,"MG/L ASNO3","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Censored but not Categorized"
"256","ALGOR","USGS","USGS-UT","USGS Utah Water Science Center","nwisut.01.02200587","Sample-Routine","Water","Surface Water",2022-02-25,"13:00:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)",NA,"U.S. Geological Survey","USGS-10172200",NA,NA,NA,"Stable, normal stage","Routine sample",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Open-Mouth Bottle","NWIS-123157857","Not Detected",NA,"Nitrate","Dissolved",NA,NA,NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71851",NA,NA,NA,NA,NA,NA,NA,NA,"Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,"Historical Lower Reporting Limit",0.044,"mg/l asNO3",NA,NA,"NWIS",7,NA,2022-02-25 20:00:00,NA,"Stream",NA,"16020204",7.25,"sq mi",NA,NA,"40.77994627000000","-111.8060450000000","24000","1","seconds","Interpolated from MAP.","NAD83",5403.38,"feet",0.18,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US","49","035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.77994627,-111.806045,"OK","N","WATER","NITRATE","Unknown",0.044,"Result Value/Unit Copied from Detection Limit","MG/L ASNO3","Nonstandardized",NA,"Nonstandardized","Nonstandardized","DISSOLVED","Valid",0.044,"MG/L ASNO3","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Censored but not Categorized"
